X,Y,Z,Collision_state
-0.012117234990001,0.23530119657516,0.16039428114891,1
-0.15308125317097,-0.17123872041702,0.2160906791687,0
0.14432209730148,0.041023459285498,0.1018675416708,0
-0.21733500063419,0.16053020954132,0.035969987511635,0
0.08826982229948,0.16753686964512,0.88246881961823,1
0.26464366912842,0.21936610341072,0.88601648807526,1
-0.09245029091835,0.19997951388359,0.0075940191745758,0
0.2660146355629,-0.0084393173456192,0.47970378398895,1
0.097449466586113,0.10437905043364,0.65188670158386,1
0.16661033034325,-0.17807638645172,0.25631785392761,0
0.11238725483418,-0.04650004580617,0.60418194532394,1
0.25135856866837,-0.52694916725159,0.489874958992,1
-0.68247908353806,-0.34318286180496,0.35788831114769,0
0.20674297213554,-0.42470368742943,0.2258132994175,0
0.12439631670713,0.04390999302268,0.061240896582603,1
0.57930874824524,0.072307273745537,0.82909691333771,1
0.33266615867615,-0.3379909992218,0.60465186834335,1
-0.36059108376503,0.4196754693985,0.49849915504456,1
-0.20757666230202,-0.069171279668808,0.12994973361492,0
0.018431589007378,-0.060053296387196,1.0262739658356,1
-0.12510986626148,-0.14367069303989,0.31928542256355,0
-0.059206672012806,0.17515496909618,0.015351742506027,0
0.6930525302887,-0.43348357081413,0.42992827296257,1
0.31885010004044,0.064598940312862,0.60955822467804,0
0.073604047298431,-0.16426873207092,0.037596851587296,0
0.099065266549587,0.24891529977322,0.37791520357132,0
0.028457628563046,0.22759635746479,1.004581451416,1
-0.48370251059532,-0.21459981799126,0.077778562903404,0
0.10845704376698,0.0017498508095741,0.21753486990929,0
-0.068028882145882,-0.71231907606125,0.24787093698978,1
0.22880646586418,-0.29326084256172,0.30128473043442,0
-0.47117763757706,0.30835551023483,0.29334333539009,0
-0.020468197762966,-0.153699234128,0.18367783725262,0
-0.066598661243916,0.32591015100479,0.34986540675163,0
0.64417147636414,-0.063918083906174,0.48692628741264,1
0.036026023328304,-0.059707671403885,0.23596957325935,1
0.009475614875555,0.051754660904408,0.61320382356644,1
-0.37682244181633,0.42071485519409,0.091516956686974,0
0.072600603103638,-0.27339860796928,0.584348320961,0
-0.55594217777252,0.17172355949879,0.59354794025421,0
0.18111783266068,-0.050685402005911,0.639519572258,1
-0.068480089306831,-0.48789322376251,0.62428629398346,0
-0.22116693854332,-0.4785441160202,0.6369286775589,0
0.0087006241083145,0.035136319696903,0.63290417194366,1
0.082590386271477,0.68465900421143,0.25410598516464,1
-0.19400691986084,0.060188021510839,0.25693941116333,0
-0.14840123057365,-0.043979533016682,0.029796682298183,0
-0.090433038771152,-0.404515594244,0.0055537819862366,0
-0.099129781126976,0.10368495434523,0.017168767750263,0
0.009589284658432,0.11990531533957,0.10218729823828,0
0.28081747889519,0.13964551687241,0.21852558851242,0
0.17711201310158,0.5792464017868,0.30824509263039,1
-0.42539641261101,0.66127562522888,0.25066402554512,1
-0.061649080365896,0.22734455764294,0.70351386070251,1
-0.54047411680222,0.43858331441879,0.15714906156063,0
0.05774873867631,-0.37152007222176,0.63709622621536,0
0.50277662277222,0.13236790895462,0.58521592617035,1
-0.20097967982292,0.12063393741846,0.88810729980469,0
-0.067991003394127,-0.16833598911762,0.41788259148598,0
0.051681913435459,0.062172830104828,0.6534343957901,1
-0.12022709101439,-0.093570210039616,0.1843404173851,1
0.51073718070984,-0.41002708673477,0.18977902829647,0
0.12782022356987,-0.042536154389381,0.16132833063602,0
-0.2612752020359,0.23391291499138,0.84138494729996,1
0.67078822851181,-0.16125503182411,0.34604439139366,1
-0.013480968773365,0.39382293820381,0.90557563304901,1
-0.69221675395966,0.035983227193356,0.63514584302902,0
0.29502683877945,-0.29418307542801,0.64210522174835,0
-0.0022089183330536,-0.23588621616364,0.12768416106701,0
-0.29530531167984,0.055451236665249,0.2781535089016,0
-0.042024463415146,0.24672593176365,0.15410725772381,1
0.13292518258095,0.073012173175812,0.010694779455662,0
0.39571735262871,-0.38314533233643,0.57140892744064,1
0.2207670211792,-0.010681923478842,0.24497143924236,1
-0.0057037714868784,-0.58523231744766,0.16501516103745,0
0.38165336847305,-0.40517425537109,0.60115993022919,0
0.52226966619492,-0.61659002304077,0.097756214439869,0
-0.036317735910416,0.16778209805489,0.18037760257721,1
-0.13667960464954,-0.31284934282303,0.47986260056496,0
-0.51284503936768,0.14986672997475,0.19732649624348,0
0.31986889243126,-0.37061738967896,0.070260465145111,0
-0.22736564278603,-0.28239846229553,0.29782551527023,0
-0.7377080321312,-0.45877894759178,0.24958425760269,0
0.21850788593292,-0.046266674995422,0.43570333719254,1
0.20950809121132,0.17301295697689,0.20541444420815,1
