X,Y,Z,Collision_state
-0.0041142608970404,1.4508150815964,0.97930067777634,0
-0.52450448274612,1.1919330358505,1.3041970729828,1
-0.20482760667801,1.1824991703033,0.89332157373428,0
0.078392304480076,1.2030678987503,1.6992094516754,1
-0.11956918239594,1.129096865654,0.90132164955139,0
0.27840986847878,1.4377717971802,0.91922676563263,0
-0.27319917082787,0.94355291128159,1.4894601106644,1
-0.19064539670944,1.1877772808075,1.6607273817062,1
-0.010790377855301,1.6859852075577,1.17049908638,1
-0.29381522536278,1.5654876232147,1.2232314348221,1
-0.09953099489212,1.6410660743713,1.4767212867737,1
-0.21065784990788,1.2897577285767,1.5194098949432,1
-0.088223248720169,1.8764696121216,1.1782217025757,1
0.080926492810249,1.4477875232697,0.66636341810226,0
-0.19595965743065,1.56629383564,0.69382816553116,0
-0.13245491683483,1.5262438058853,1.1327259540558,0
-0.071324527263641,1.3619958162308,1.566658616066,1
-0.042466267943382,1.0657731294632,1.1775379180908,1
-0.095487035810947,1.5287113189697,0.93741303682327,0
0.17082320153713,1.4006016254425,1.0493383407593,0
-0.1155668348074,1.5311921834946,0.64323091506958,0
0.33288928866386,1.6390916109085,1.4435729980469,1
-0.64247810840607,1.0854407548904,1.1240977048874,1
0.10477727651596,1.3810977935791,1.647510766983,1
-0.13735964894295,1.6920139789581,1.6000227928162,1
-0.36126151680946,1.417395234108,1.3000334501266,0
-0.34244012832642,1.7344896793365,1.6124702692032,1
0.096680052578449,1.7600071430206,1.1040501594543,0
-0.24765983223915,1.5096958875656,1.4334282875061,1
-0.024346325546503,1.5814321041107,1.3491224050522,1
-0.17472131550312,1.0713275671005,1.0276765823364,0
-0.22976788878441,1.4038492441177,1.4767043590546,1
-0.021186470985413,1.7754971981049,1.256750702858,1
-0.12520150840282,1.5692028999329,1.2670458555222,0
-0.11874613910913,1.2645330429077,0.72070825099945,0
0.027050390839577,1.1705558300018,0.89211237430573,0
-0.011119142174721,1.6901707649231,1.0432271957397,0
0.063833236694336,1.5658980607986,1.1802792549133,0
0.0037787258625031,1.1229403018951,1.0165655612946,0
-0.35778260231018,1.4183962345123,1.1977019309998,0
-0.20291882753372,1.7547922134399,1.1948328018188,1
-0.18321213126183,0.86794340610504,1.4200726747513,1
0.1898820400238,1.3230140209198,1.3812314271927,1
-0.14606323838234,1.485992193222,0.86265963315964,0
0.017238458618522,1.4103251695633,1.7822959423065,1
-0.048195593059063,1.5649003982544,1.1522250175476,0
-0.21438179910183,1.7414165735245,1.0053341388702,0
0.11141680181026,1.1690754890442,1.1788113117218,1
-0.031894207000732,1.4597687721252,1.4752596616745,1
-0.32239273190498,1.5647065639496,1.7029596567154,1
-0.4775550365448,1.2263739109039,0.99259454011917,0
-0.4710972905159,1.6072641611099,1.0466120243073,0
0.098190128803253,1.3864235877991,1.3973695039749,1
-0.10109760612249,0.91042113304138,1.0315799713135,1
-0.15700393915176,1.554147362709,1.2497775554657,1
0.17943842709064,1.3793160915375,0.89736634492874,0
-0.23831063508987,1.0176821947098,0.90544033050537,0
-0.04703763127327,1.6497006416321,1.4617133140564,1
-0.27240905165672,1.3994363546371,1.4649566411972,1
-0.38811933994293,1.5766493082047,1.5190300941467,1
-0.26208218932152,1.5084064006805,1.0456601381302,0
-0.13157369196415,1.1850641965866,1.338036775589,1
0.19938139617443,1.5477675199509,1.5999758243561,1
-0.022139068692923,1.4815356731415,1.1844027042389,1
0.15140700340271,1.2764365673065,0.96128416061401,0
-0.34327524900436,1.4198477268219,0.85591435432434,0
-0.4092076420784,1.1946043968201,1.1831692457199,1
-0.23656541109085,1.3752686977386,0.95008635520935,0
-0.004856713116169,1.5687992572784,1.0775364637375,0
0.15261775255203,1.1263998746872,1.1648643016815,1
-0.33481302857399,1.1046628952026,1.1656491756439,0
0.12613193690777,1.4456998109818,1.4780455827713,1
-0.045089229941368,1.5701600313187,1.5825070142746,1
-0.2724649310112,1.4878075122833,1.2500488758087,1
-0.030149929225445,1.6170337200165,1.3631376028061,1
0.14490047097206,1.4730534553528,0.98285859823227,0
-0.062679432332516,1.2735455036163,0.99572533369064,0
-0.2174283862114,1.4383957386017,1.8148022890091,1
0.00021368637681007,1.3336743116379,0.63842785358429,0
-0.34687140583992,1.5562366247177,1.1397441625595,1
-0.28888472914696,1.4605195522308,1.2087467908859,1
-0.23235847055912,1.779950261116,1.2963601350784,1
-0.33969753980637,1.5369552373886,1.1798539161682,0
-0.41785201430321,1.1520664691925,1.3344815969467,0
-0.59964042901993,1.4547035694122,1.1882121562958,1
0.022162303328514,1.1868251562119,0.85018062591553,0
0.27402010560036,1.4813035726547,1.4382219314575,1
-0.037867587059736,1.5599925518036,1.3904223442078,1
-0.33046704530716,1.3614263534546,0.87585538625717,0
-0.61129570007324,1.4433516263962,1.5608885288239,1
-0.46514543890953,1.2646322250366,1.6664408445358,1
-0.11426535993814,1.6252471208572,1.3396663665771,1
-0.26942408084869,1.7780611515045,0.97340226173401,0
-0.072150468826294,1.5150055885315,1.303248167038,1
-0.54294049739838,1.5535469055176,1.2716100215912,0
-0.056555319577456,1.4992710351944,1.6717799901962,1
0.05014730244875,1.3697581291199,1.6069742441177,1
-0.35553085803986,0.95612365007401,1.5063064098358,1
