X,Y,Z,Collision_state
-0.15918403118849,-0.29334743320942,0.16774338856339,1
-0.029542669653893,-0.15643619000912,0.11641872301698,1
-0.039140820503235,0.35585124790668,0.21725005283952,1
-0.23313126713037,0.25359718501568,-0.0038958564400673,1
0.015331149101257,-0.29251657426357,0.30408376827836,1
-0.20370901748538,0.046869155019522,0.12357809022069,1
-0.22162198647857,0.014103761874139,0.11947901919484,1
-0.30881406366825,-0.052641045302153,0.086863089352846,1
-0.26144377142191,0.20918115973473,0.22494393959641,1
-0.24817407131195,0.050477482378483,0.18827934935689,1
-0.0070260316133499,-0.28408063948154,0.12815742567182,1
-0.19401834160089,-0.15067885816097,0.15849537029862,1
-0.2994407042861,-0.19123089313507,0.24163979664445,1
-0.014696285128593,-0.29167254269123,0.20852870121598,1
-0.25008431077003,0.024484181776643,0.32101011648774,1
-0.30131809413433,-0.039958171546459,0.15564977005124,1
-0.23982667177916,0.0043206764385104,0.29976255074143,1
-0.36135813593864,0.18898296356201,0.068201635032892,1
-0.15286787599325,-0.33002515137196,0.15042505040765,1
-0.0046347230672836,-0.27560968697071,0.13110028579831,1
-0.31818759441376,-0.036180168390274,0.28310695663095,1
-0.086890637874603,0.37241710722446,0.17019087448716,1
-0.12387380748987,-0.16257554292679,0.15044489875436,1
-0.20130286552012,-0.29392306506634,0.035471882671118,1
-0.35327686369419,-0.13667124509811,-0.041412606835365,0
-0.054360166192055,-0.25510789453983,0.1077228076756,1
-0.27708841860294,-0.25786374509335,0.22303915396333,0
-0.15486526489258,-0.3391400128603,0.23021656647325,1
-0.2241804599762,0.32374729216099,0.10619636252522,1
0.0036196112632751,0.27460162341595,0.31837284937501,1
-0.061389610171318,-0.14506117999554,0.093051169067621,1
0.011890590190887,-0.38083912432194,0.092025090008974,1
-0.022798866033554,0.23936355113983,0.24208671227098,1
0.026002392172813,-0.2963669449091,0.30864519253373,1
-0.22332251816988,0.024515885859728,0.089078161865473,1
-0.28285810351372,0.14464791119099,0.015023414045572,1
-0.31136594712734,-0.12542140483856,0.027144897729158,1
-0.0091394484043121,-0.24506071209908,0.089691791683435,1
-0.23633783683181,0.23467326164246,0.25684056058526,1
0.026265129446983,-0.18567125499249,0.097754035145044,1
0.0047509372234344,0.29707606136799,0.21585405245423,1
-0.26198474317789,-0.2551059871912,0.09192568436265,1
-0.4080656170845,0.045713569968939,0.054582867771387,1
-0.014199152588844,0.34181945025921,0.10674888268113,1
-0.27699671685696,-0.20940783619881,0.19893712177873,1
-0.098822042346001,0.28390650451183,0.094411212950945,1
-0.20565059036016,0.021240117028356,0.18416114524007,1
-0.1543555855751,-0.18136708438396,0.084216121584177,1
-0.23299188539386,0.099341824650764,0.14877868071198,1
0.023835465312004,-0.27600319683552,0.19096357002854,1
-0.14248648285866,-0.18344195187092,0.25496626272798,1
-0.031084924936295,0.39051707088947,-0.01836708560586,0
-0.17890490591526,0.25709097087383,0.039554666727781,1
-0.078849144279957,0.2794980853796,0.12291787937284,1
-0.15903504192829,0.16215080022812,0.31457555666566,1
0.011111155152321,-0.24168476462364,0.12154858186841,1
-0.094657391309738,-0.14870244264603,0.09749523177743,1
-0.0023991763591766,0.22324351966381,0.11859392002225,1
-0.06753297150135,-0.16691495478153,0.092511240392923,1
-0.20924668386579,-0.25717516243458,-0.036927618086338,0
-0.085167333483696,0.26511438190937,0.15989816561341,1
-0.16353546455503,-0.18845105171204,0.22862121835351,1
